latitude,longitude,altitude,geometry,FID,OBJECTID,BIN_NUMBER,BBL,BoroughID,BLOCK,LOT,LP_NUMBER,RELATED_LP,CHANGED_LP,LM_NAME,OTHER_NAME,PLUTO_ADDR,DESIG_ADDR,DESIG_DATE,CALEN_DATE,PUBLIC_HEA,LM_TYPE,HIST_DISTR,OTHER_HEAR,BOUNDARIES,NOTES,MOST_CURRE,STATUS,LAST_ACTIO,STATUS_NOT,COUNT_BLDG,NON_BLDG,LP_NUM2,TYPE_2,BORO,URL1,URL2,ADD_2,ARCH,DATE_2,CITATION,STYLE,WebDes_Dte
40.6946016153661,-73.9920525745565,,Point,11,76141,3002010,3002440017,BK,244,17,LP-01906, , ,Brooklyn Trust Company Building, ,177 MONTAGUE STREET,177 MONTAGUE STREET,835660800000, ,6/15/1993; 9/21/1993,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-1905; 6/25/1996),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1906,Interior Landmark,Brooklyn,http://s-media.nyc.gov/agencies/lpc/lp/1906.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1906.jpg,177-179 Montague Street,York & Sawyer,1913 - 1916,"York & Sawyer, 1913-16",Renaissance Revival,835747200000
40.7491211421538,-73.9815867709779,,Point,12,60671,1017181,1008660025,MN,866,25,LP-01119, , ,Pierpont Morgan Library, ,219 MADISON AVENUE,219 MADISON AVENUE,385689600000, ,1/8/1980,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-0239; 5/17/1966),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1119,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1119.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1119.jpg,225 Madison Avenue,"McKim, Mead & White; Charles F. McKim",1902 - 1907,"McKim, Mead & White, Charles F. McKim, partner in charge, 1902-07; annex, Benjamin Wistar Morris, 1927-28", ,385776000000
40.7590157214465,-73.9792546606548,,Point,13,76546,1076262,1012657501,MN,1265,7501,LP-01448,LP-0995; LP-1448; LP-1449; LP-2505, ,RCA Building (Rockefeller Center) Interior Lobby, ,30 ROCKEFELLER PLAZA,30 ROCKEFELLER PLAZA,483062400000, ,9/20/1983,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-1446; 4/23/1985),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1448,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1448.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1448.jpg,30 Rockefeller Plaza,Unknown,1931 - 1933,"Associated Architects, 1932-33", ,483148800000
40.8631479701528,-73.8960231609289,,Point,14,70805,2096820,2031547501,BX,3154,7501,LP-01890,LP-1889,LP-1890A,"Dollar Savings Bank, first floor interior",Dollar Savings Bank (now Emigrant Savings Bank),2530 GRAND CONCOURSE,2518 GRAND CONCOURSE,774576000000, ,6/2/1992; 5/14/1996,Interior Landmark,No, ,See designation report,"Also: Exterior Designation (LP-1889; 7/19/1994); replaced by designation report LP-1890A (no change in landmark site, only in report text); Originally Lot 9, Tax Map Condo Lot # 1001, 1002",1,DESIGNATED,DESIGNATED,AMENDED AS LP-1890A,0,"Interior, exterior already counted",LP-1890,Interior Landmark,The Bronx,http://s-media.nyc.gov/agencies/lpc/lp/1890.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1890.jpg,2516-2530 Grand Concourse,"Halsey, McCormack & Helmer; Adolph L. Muller",1932 - 1933,"Halsey, McCormack & Helmer, Adolph L. Muller, architect in charge, 1932-33; additions, 1937-38 and 1949-52",Modern Classical,774662400000
40.7584148823912,-73.9720323221011,,Point,15,59746,1036465,1013070001,MN,1307,1,LP-01665, , ,Seagram Building, ,375 PARK AVENUE,375 PARK AVENUE,623376000000, ,5/17/1988,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-1664; 10/3/1989),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted x2",LP-1665,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1665.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1665.jpg,375 Park Avenue,Ludwig Mies van der Rohe; Philip Johnson; Kahn & Jacobs,1955 - 1958,"Ludwig Mies van der Rohe, with Philip Johnson and Kahn & Jacobs, 1955-58",International Style,623462400000
40.5731998437293,-74.115506947968,,Point,16,74463,5122124,5042100036,SI,4210,36,LP-01696, , ,Lane Theater, ,168 NEW DORP LANE,168 NEW DORP LANE,594345600000, ,9/6/1988,Interior Landmark,No, ,See designation report,Exterior not designated,1,DESIGNATED,DESIGNATED, ,1, ,LP-1696,Interior Landmark,Staten Island,http://s-media.nyc.gov/agencies/lpc/lp/1696.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1696.jpg,168 New Dorp Lane,John Eberson,1937 - 1938,"John Eberson, 1937-38",Art Moderne,594432000000
40.7809795030524,-73.9731604029885,,Point,17,60489,1083845,1011300001,MN,1130,1,LP-00889, , ,American Museum of Natural History, ,200 CENTRAL PARK WEST,200 CENTRAL PARK WEST,175219200000, ,3/25/1975; 5/27/1975,Interior Landmark,"Yes, Upper West Side/Central Park West", ,See designation report,Also: Upper West Side/Central Park West Historic District (LP-1647; 4/241990); Exterior Designation (LP-0282; 8/24/1967),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-0889,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/0889.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0889.jpg,Central Park West at West 77th Street,John Russell Pope,1929 - 1935,"John Russell Pope, 1929-35", ,175305600000
40.7573512015765,-73.9776783240054,,Point,18,58472,1035430,1012840002,MN,1284,2,LP-01698,LP-0478; LP-1100, ,Charles Scribner's Sons Building, ,597 5 AVENUE,597 5 AVENUE,616118400000, ,2/7/1989,Interior Landmark,No, ,See designation report,Also: Individual Designation (LP-1100; 3/23/1982),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1698,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1698.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1698.jpg,597 Fifth Avenue,Ernest Flagg,1912 - 1913,Charles Scribner's Sons Building, ,616204800000
40.7532126880487,-73.9822322472344,,Point,19,70704,1034194,1012570001,MN,1257,1,LP-00880, , ,"New York Public Library (Main Lobby, North and South Staircases from first to third floor and Central Hall, third floor)", ,476 5 AVENUE,476 Fifth Avenue (aka 460-476 Fifth Ave),153446400000, ,10/8/1974,Interior Landmark,No, ,See designation report,"Also: Exterior Designation (LP-0246; 1/11/1967), Interior Designation (LP-2592, 8/8/2017)",1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-0880,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/0880.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0880.jpg,476 Fifth Avenue,Carrere and Hastings,1898 - 1911,"Carrere and Hastings, 1898-1911", ,153532800000
40.7527139538526,-73.9772457528873,,Point,20,60731,1035381,1012800001,MN,1280,1,LP-01099, , ,Grand Central Terminal, ,77 EAST 42 STREET,77 EAST 42 STREET,338515200000, ,9/11/1979,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-0266; 8/2/1967),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1099,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1099.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1099.jpg,East 42nd Street at Park Avenue,Reed & Stem; Warren & Wetmore; William Wilgus,1903 - 1913,"Reed & Stem and Warren & Wetmore; William Wilgus, engineer, 1903-13",Beaux Arts,338601600000
40.7559243692603,-73.9880529947273,,Point,21,62277,1024660,1010130039,MN,1013,39,LP-01027, , ,New Amsterdam Theater, ,214 WEST 42 STREET,214 WEST 42 STREET,309484800000, ,1/9/1979; 3/13/1979,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-1026; 10/23/1979),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1027,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1027.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1027.jpg,214 West 42nd Street,Herts & Tallant,1902 - 1903,"Herts & Tallant, 1902-03",Art Nouveau,309571200000
40.7805162801408,-73.980850685904,,Point,22,73665,1030727,1011660035,MN,1166,35,LP-01097, , ,Beacon Theater, ,2126 BROADWAY,2126 BROADWAY,313718400000, ,9/11/1979; 10/9/1979,Interior Landmark,No, ,See designation report,Exterior not designated,1,DESIGNATED,DESIGNATED, ,1, ,LP-1097,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1097.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1097.jpg,2124 Broadway,Walter A. Ahlschlager,1927 - 1928,"Walter W. Ahlschlager, 1927-28",Eclectic,313804800000
40.8272821407638,-73.903973319311,,Point,23,78753,2004526,2026340001,BX,2634,1,LP-01271,LP-1258, ,Morris High School Auditorium, ,1096 BOSTON ROAD,1096 BOSTON ROAD,409276800000, ,11/10/1981,Interior Landmark,"Yes, Morris High School", ,See designation report,Also: Morris High School Historic District (LP-1258; 12/21/1982),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1271,Interior Landmark,The Bronx,http://s-media.nyc.gov/agencies/lpc/lp/1271.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1271.jpg,East 166th Street at Boston Road,C. B. J. Snyder,1900 - 1904,"C. B. J. Snyder, 1900-04; 1926",Collegiate Gothic,409363200000
40.6375900554577,-74.074724455904,,Point,24,82523,5106802,5004870112,SI,487,112,LP-02235,LP-1398; LP-1778,LP-1779,"Tompkinsville (Joseph H. Lyons) Pool Bath House, FIrst Floor Interior", ,        VICTORY BOULEVARD,See designation report,1221523200000, ,1/30/2007,Interior Landmark,No, ,See designation report,"Previously heard as LP-1779; Also designated as individual landmark LP-2234 (previously heard as LP-1394 and LP-1778) (Previous hearings as Block 487, Lot 100)",1,DESIGNATED,DESIGNATED,PREVIOUSLY HEARD AS LP-1779,0,"Interior, exterior already counted",LP-2235,Interior Landmark,Staten Island,http://s-media.nyc.gov/agencies/lpc/lp/2235.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2235.jpg,Victory Boulevard at Murray Hulbert Avenue,Joseph L. Hautman,1934 - 1936,"Joseph L. Hautman and others, architects, Aymary Embury II, constulting architect, 1934-36", ,1221609600000
40.6991216540931,-74.0395429779797,,Point,25,59045,1000000,1000010201,MN,1,201,LP-01903, , ,"Ellis Island, Main Building (Interior)", ,1 ELLIS ISLAND,1 ELLIS ISLAND,753408000000, ,11/10/1992,Interior Landmark,"Yes, Ellis Island", ,See designation report,Also: Ellis Island Historic District (LP-1902; 11/16/1993),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1903,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1903.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1903.jpg,1 Ellis Island,"William A Boring and Edward L Tilton, James Knox Taylor",1897 - 1900, ,Beaux-Arts,753494400000
40.7623442384018,-73.9718234261522,,Point,26,59248,1036061,1012930026,MN,1293,26,LP-01461, , ,Fuller Building, ,597 MADISON AVENUE,597 MADISON AVENUE,511488000000, ,9/13/1983; 11/15/1983,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-1460; 3/18/1986),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1461,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1461.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1461.jpg,41 East 57th Street,Walker & Gillette,1928 - 1929,"Walker & Gillette, 1928-29",Art Deco,511574400000
40.7672449318037,-73.9655049513081,,Point,27,57398,1042460,1014010001,MN,1401,1,LP-01884, , ,Seventh Regiment Armory, ,641 PARK AVENUE,641 PARK AVENUE,774576000000, ,2/11/1992,Interior Landmark,"Yes, Upper East Side", ,See designation report,Also: Upper East Side Historic District (LP-1051; 5/19/1981); Exterior Designation (LP-0417; 6/9/1967),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1884,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1884.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1884.jpg,643 Park Avenue,Charles W. Clinton,1877 - 1879,"Charles W. Clinton, 1877-79",Aesthetic Movement,774662400000
40.7127697929078,-74.0060273029734,,Point,28,58958,1079147,1001220001,MN,122,1,LP-00916,LP-0080; LP-1125; LP-1901, ,City Hall, ,52 CHAMBERS STREET,52 CHAMBERS STREET,191548800000, ,11/25/1975,Interior Landmark,"Yes, African Burial Ground & The Commons", ,See designation report,Also: African Burial Ground & The Commons Historic District (LP-1901; 2/25/1993); Exterior Designation (LP-0080; 2/1/1966); Previously heard as part of LP-1125,1,DESIGNATED,DESIGNATED,MULTIPLE DESIGNATIONS (SEE NOTES); PREVIOUSLY HEARD AS PART OF LP-1125,0,"Interior, exterior already counted",LP-0916,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/0916.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0916.jpg,City Hall Park,"Joseph-Fran̤ois Mangin; John McComb, Jr.",1802 - 1811,"Joseph-Fran̤ois Mangin and John McComb, Jr., 1802-11",18th century French civic building,191635200000
40.808218540913,-73.9618034545136,,Point,29,60738,1084472,1019730001,MN,1973,1,LP-01118, , ,Low Memorial Library, ,530 WEST 120 STREET,530 WEST 120 STREET,350006400000, ,1/8/1980; 3/11/1980,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-0304; 9/20/1966),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1118,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1118.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1118.jpg,North of the College Walk (West 116th Street) between Broadway and Amsterdam Avenue,"McKim, Mead & White; Charles F. McKim",1894 - 1897,"McKim, Mead & White, Charles F. McKim, partner in charge, 1894-97",Beaux Arts,350092800000
40.7635883406106,-73.8321141214561,,Point,30,58403,4112123,4049580048,QN,4958,48,LP-01257, , ,RKO Keith's Flushing Theater, ,135-27 NORTHERN BOULEVARD,135-27 NORTHERN BOULEVARD,446774400000, ,8/11/1981,Interior Landmark,No,7/12/1984,See designation report,"Exterior not designated; Interior designation modified by Board of Estimate (7/12/1984) (designation removed from auditorium, retained for lobby); Landmark Site originally Block 4958, Lot 31, subsequently subdivided into lots 31-44 and 48.",1,DESIGNATED,DESIGNATED,DESIGNATED (BUT MODIFIED BY BOE),1, ,LP-1257,Interior Landmark,Queens,http://s-media.nyc.gov/agencies/lpc/lp/1257.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1257.jpg,135-29 to 135-45 Northern Boulevard,Thomas W. Lamb,1927 - 1928,"Thomas W. Lamb, 1927-28",Mexican Baroque,446860800000
40.7200068131624,-74.0046370283976,,Point,31,65587,1002192,1001920001,MN,192,1,LP-01748, , ,Long Distance Building of the American Telephone and Telegraph Company, ,16 WALKER STREET,16 WALKER STREET,686275200000, ,9/19/1989,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-1747; 10/1/1991),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1748,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1748.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1748.jpg,32 Sixth Avenue,"Voorhees, Gmelin & Walker; Ralph Walker",1930 - 1932,"Voorhees, Gmelin & Walker, Ralph Walker, partner in charge, 1930-32",Art Deco,686361600000
40.7163780254608,-74.0034079349221,,Point,32,80321,1001835,1001700006,MN,170,6,LP-01513, , ,New York Life Insurance Company Building, ,346 BROADWAY,346 BROADWAY,539913600000, ,9/11/1984,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-1513; 2/10/1987); original designation report shows two errors on the first page (1) the boundary description and (2) the public hearing date - see desigination file or LP file for corrections,1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1513,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1513.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1513.jpg,346 Broadway,"Stephen Decatur Hatch; McKim, Mead & White",1894 - 1899,"Stephen Decatur Hatch and McKim, Mead & White, 1894-99",Neo-Italian Renaissance,540000000000
40.7515959899667,-73.9770448402674,,Point,33,79507,1083181,1012967501,MN,1296,7501,LP-01913,LP-1912; LP-0247, ,Bowery Savings Bank Building, ,110 EAST 42 STREET,120 EAST 42 STREET,842918400000, ,6/15/1993; 9/21/1993,Interior Landmark,No, ,See designation report,"Also: Exterior Designation (LP-1912; 9/17/1996); BIS BIN# 7501, Condo lots 1001 through 1005",1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1913,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1913.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1913.jpg,110 East 42nd Street,York & Sawyer; William Louis Ayres,1921 - 1923,"York & Sawyer, William Louis Ayers, partner in charge, 1921-23 and 1931-33",Italian Romanesque,843004800000
40.645750714131,-73.7775758499987,,Point,34,60774,4000000,4142600001,QN,14260,1,LP-01916, , ,Trans World Airlines (TWA) Flight Center, ,154-68 BROOKVILLE BOULEVARD,154-68 BROOKVILLE BOULEVARD,774576000000, ,6/15/1993,Interior Landmark,No, ,See designation report,Also: Exterior Designation (LP-1915; 7/19/1994),1,DESIGNATED,DESIGNATED, ,0,"Interior, exterior already counted",LP-1916,Interior Landmark,Queens,http://s-media.nyc.gov/agencies/lpc/lp/1916.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1916.jpg,John F. Kennedy International Airport,Eero Saarinen & Associates; Kevin Roche,1956 - 1962,"Eero Saarinen & Associates, 1956-62",Expressionistic Modern,774662400000
40.746880590854,-73.9819487538416,,Point,35,75057,1017084,1008630044,MN,863,44,LP-01904, , ,Della Robbia Bar, ,66 EAST 34 STREET,66 EAST 34 STREET,765504000000, ,12/8/1992,Interior Landmark,No, ,See designation report,Exterior not designated,1,DESIGNATED,DESIGNATED, ,1, ,LP-1904,Interior Landmark,Manhattan,http://s-media.nyc.gov/agencies/lpc/lp/1904.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1904.jpg,4 Park Avenue,Warren & Wetmore,1910 - 1913,"Warren & Wetmore with R. Guastavino Company and Rookwood Pottery Company, 1910-13", ,765590400000
